553500	5070500	0	108	42
553500	5071500	0	108	42
553500	5086500	0	108	99
553500	5087500	0	108	42
553500	5088500	0	108	42
554500	5091500	0	108	99
554500	5090500	0	108	42
554500	5089500	0	108	42
554500	5088500	0	108	42
554500	5087500	0	108	42
554500	5086500	0	108	42
554500	5071500	0	108	42
554500	5070500	0	108	42
554500	5069500	0	108	99
555500	5069500	0	108	42
555500	5070500	0	108	42
555500	5071500	0	108	42
555500	5072500	0	108	42
555500	5073500	0	108	42
555500	5074500	0	108	42
555500	5076500	0	108	42
555500	5077500	0.0265968	108	42
555500	5078500	0	108	42
555500	5079500	0	108	42
555500	5080500	0	108	42
555500	5085500	0	108	42
555500	5086500	0	108	42
555500	5087500	0	108	42
555500	5088500	0	108	42
555500	5089500	0	108	42
555500	5090500	0	108	42
555500	5091500	0	108	42
556500	5091500	0	108	42
556500	5090500	0	108	42
556500	5089500	0	108	42
556500	5088500	0	108	42
556500	5087500	0	108	42
556500	5086500	0	108	42
556500	5085500	0	108	42
556500	5084500	0	108	42
556500	5080500	0	108	42
556500	5079500	1.76659	108	42
556500	5078500	10.0349	108	42
556500	5077500	4.56029	108	42
556500	5076500	0	108	42
556500	5075500	0	108	42
556500	5074500	0	108	42
556500	5073500	0	108	42
556500	5072500	0	108	42
556500	5071500	0	108	42
556500	5070500	0	108	42
556500	5069500	0	108	42
556500	5067500	2.16885	108	42
556500	5066500	0.285015	108	42
557500	5065500	0.643601	108	42
557500	5066500	6.81012	108	42
557500	5067500	7.39694	108	42
557500	5068500	0	108	42
557500	5069500	0	108	42
557500	5070500	0	108	42
557500	5071500	0	108	42
557500	5072500	0	108	42
557500	5073500	0	108	42
557500	5074500	0	108	42
557500	5075500	0	108	42
557500	5076500	0	108	42
557500	5077500	2.40583	108	42
557500	5078500	14.4099	108	42
557500	5079500	6.51998	108	42
557500	5080500	0	108	42
557500	5081500	0	108	42
557500	5083500	0	108	42
557500	5084500	0	108	42
557500	5085500	0	108	42
557500	5086500	0	108	42
557500	5087500	0	108	42
557500	5088500	0	108	42
557500	5089500	1.14615	108	42
557500	5090500	10.1695	108	42
558500	5092500	0	108	42
558500	5091500	0	108	42
558500	5090500	14.7714	108	42
558500	5089500	332.537	108	42
558500	5088500	0	108	42
558500	5087500	0	108	42
558500	5086500	0	108	42
558500	5085500	0	108	42
558500	5084500	0	108	42
558500	5083500	0	108	42
558500	5082500	0	108	42
558500	5081500	0	108	42
558500	5080500	0	108	42
558500	5079500	3.98938	108	42
558500	5078500	13.4373	108	42
558500	5077500	2.63609	108	42
558500	5076500	0.857899	108	42
558500	5075500	0	108	42
558500	5074500	74.028	108	42
558500	5073500	134.878	108	42
558500	5072500	0	108	42
558500	5071500	0	108	42
558500	5070500	0	108	42
558500	5069500	0	108	42
558500	5068500	1.72399	108	42
558500	5067500	10.8722	108	42
558500	5066500	9.3988	108	42
558500	5065500	1.32176	108	42
559500	5064500	3.32076	108	42
559500	5065500	7.7096	108	42
559500	5066500	10.8218	108	42
559500	5067500	11.2103	108	42
559500	5068500	16.9202	108	42
559500	5069500	5.91073	108	42
559500	5070500	0	108	42
559500	5071500	0	108	42
559500	5072500	234.92	108	42
559500	5073500	580.864	108	42
559500	5074500	603.927	108	42
559500	5075500	5.01747	108	42
559500	5076500	14.1201	108	42
559500	5077500	14.4487	108	42
559500	5078500	9.66416	108	42
559500	5079500	0	108	42
559500	5080500	0.0231803	108	42
559500	5081500	0	108	42
559500	5082500	0	108	42
559500	5083500	0	108	42
559500	5084500	0	108	42
559500	5085500	0	108	42
559500	5086500	0	108	42
559500	5087500	0.116678	108	42
559500	5088500	29.1072	108	42
559500	5089500	57.0097	108	42
559500	5090500	0.866172	108	42
559500	5091500	0	108	42
559500	5092500	0	108	42
559500	5119500	0	108	42
559500	5120500	0	108	42
559500	5121500	0	108	99
560500	5121500	0	108	99
560500	5120500	0	108	42
560500	5119500	0	108	42
560500	5118500	0	108	42
560500	5117500	0	108	42
560500	5116500	0	108	42
560500	5115500	0	108	42
560500	5114500	0	108	99
560500	5111500	0	108	99
560500	5091500	0	108	42
560500	5090500	2.78419	108	42
560500	5089500	9.90924	108	42
560500	5088500	10.2455	108	42
560500	5087500	8.61808	108	42
560500	5086500	3.50395	108	42
560500	5085500	0.0754374	108	42
560500	5084500	0	108	42
560500	5083500	7.62226	108	42
560500	5082500	60.1846	108	42
560500	5081500	5.45785	108	42
560500	5080500	6.65024	108	42
560500	5079500	0	108	42
560500	5078500	0.797099	108	42
560500	5077500	5.14621	108	42
560500	5076500	0.641205	108	42
560500	5075500	0.520082	108	42
560500	5074500	9.84457	108	42
560500	5073500	9.85341	108	42
560500	5072500	13.4026	108	42
560500	5071500	9.63724	108	42
560500	5070500	15.7119	108	42
560500	5069500	23.0581	108	42
560500	5068500	23.0705	108	42
560500	5067500	19.8479	108	42
560500	5066500	15.0544	108	42
560500	5065500	8.57428	108	42
560500	5064500	8.49204	108	42
560500	5063500	3.80106	108	42
560500	5062500	1.53964	108	42
